Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-3676,-7912,16572,-2319,1474,-7668,-33000,15000,136000,2628751,
-3192,-8584,16460,-2080,920,-7731,-34000,14000,135000,2628764,
-3020,-8540,16328,-2049,885,-7786,-34000,14000,135000,2628766,
-2840,-8740,16420,-1991,894,-7892,-34000,14000,135000,2628769,
-2636,-8316,16792,-1569,1611,-8455,-34000,13000,134000,2628786,
-2424,-8360,17004,-1398,2317,-8937,-35000,13000,133000,2628799,
-2644,-8332,16776,-1438,2414,-8987,-35000,13000,133000,2628801,
-33,-1748,16132,-330,-63,69,-12000,14000,141000,2630773,
-3744,-8836,17332,-1073,3529,-9437,-35000,13000,131000,2628819,
-4704,-9072,17612,-415,3816,-9360,-35000,12000,130000,2628831,
-5128,-8468,17996,409,4243,-9003,-35000,12000,129000,2628849,
-5348,-8396,18024,587,4298,-8922,-35000,12000,129000,2628851,
-556,-644,16228,198,953,-579,-9000,11000,285000,2679523,
-3956,836,15976,177,858,187,-2000,9000,287000,2677105,
-3948,792,16044,131,722,205,-2000,9000,287000,2677108,
-7784,-8164,18856,1434,2093,-6868,-35000,12000,127000,2628886,
-7784,-8140,18868,1539,1877,-6716,-35000,12000,127000,2628889,
-7072,-8476,18424,2256,1227,-6039,-35000,12000,126000,2628901,
-6820,-8568,18456,2400,1217,-5955,-35000,12000,126000,2628904,
-5680,-8300,18432,3129,1397,-5813,-35000,11000,125000,2628916,
-5804,-7788,18144,3876,2332,-5554,-34000,11000,125000,2628934,
-5876,-7792,18080,4006,2393,-5532,-34000,11000,124000,2628936,
-6660,-7972,17560,4405,2607,-5040,-34000,11000,124000,2628956,
-7180,-8040,17496,4804,2465,-4673,-33000,11000,123000,2628969,
-7232,-7960,17336,4926,2567,-4609,-33000,11000,123000,2628971,
-7092,-8016,17164,4998,2463,-4481,-33000,11000,123000,2628974,
-6548,-7620,17004,5324,2606,-4036,-33000,110285000,2679627,0,
-6460,-7740,16972,5439,2675,-4012,-33000,11000,122000,2628989,
