Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-1368,2656,14920,-275,-3089,370,3000,14000,101000,187736,
-1708,2016,15932,-576,497,-481,3000,14000,101000,187749,
-2256,1852,16260,-606,845,-641,3000,14000,101000,187751,
-2848,1644,16364,-626,1034,-800,3000,14000,101000,187753,
-5500,1344,16936,-605,305,-945,2000,14000,101000,187766,
-6032,1376,16812,-606,28,-873,2000,14000,101000,187768,
-6220,1120,16932,-601,-263,-780,2000,14000,101000,187770,
-6360,1300,16732,-552,-1870,-95,2000,14000,101000,187783,
-5988,1344,16852,-514,-2078,12,2000,14000,101000,187785,
-5800,1512,16856,-499,-2295,77,2000,14000,101000,187787,
-4236,2104,16736,-398,-2746,197,2000,13000,101000,187800,
-3876,2136,16540,-361,-2690,187,2000,13000,101000,187802,
-3620,2172,16644,-372,-2623,198,2000,13000,101000,187804,
-2896,2612,16460,-317,-1918,132,2000,13000,101000,187817,
-2768,2624,16464,-320,-1689,133,2000,13000,101000,187819,
-2812,2604,16248,-345,-1485,134,2000,13000,101000,187821,
0,0,0,0,0,0,2000,13000,101000,187821,
12832,9712,5680,-1181,-886,-366,53000,-52000,93000,189868,
12876,9748,5716,-1182,-896,-369,53000,-52000,93000,189870,
13136,9560,5920,-1086,-753,-444,53000,-52000,92000,189883,
13132,9224,5744,-1391,-1252,-427,53000,-51000,94000,189783,
-4416,2344,16800,-293,-234,-67,2000,13000,101000,187867,
-4540,2408,16952,-311,-235,-36,2000,13000,101000,187870,
-4396,2268,17192,-325,-277,-24,2000,13000,101000,187872,
-4228,2304,16640,-271,-471,-59,2000,13000,101000,187884,
-4280,2368,16748,-260,-509,-90,2000,13000,101000,187886,
-4280,2244,16636,-258,-532,-103,2000,13000,101000,187889,
-3920,2196,16420,-249,-508,-208,2000,13000,101000,187901,
-3824,2244,16312,-230,-444,-198,2000,13000,101000,187903,
-3852,2212,16304,-244,-459,-191,2000,13000,101000,187905,
-3916,2100,16328,-272,-289,-25,2000,13000,101000,187918,
-3920,2092,16268,-286,-242,-41,2000,13000,101000,187920,
-3948,2088,16348,-266,-205,-55,2000,13000,101000,187922,
-4288,2100,16332,-264,-127,-62,2000,13000,101000,187935,
-4228,2076,16540,-249,-123,-64,2000,13000,101000,187937,
-4356,1984,16500,-262,-154,-45,2000,13000,101000,187939,
-4500,1980,16664,-271,-372,47,2000,13000,101000,187952,
-4464,2016,16520,-258,-458,63,2000,13000,101000,187954,
-4316,2012,16496,-254,-495,63,2000,13000,101000,187956,
-4312,2016,16516,-229,-730,113,2000,13000,101000,187969,
-4080,1996,16528,-217,-782,101,2000,13000,101000,187971,
-4196,2072,16440,-205,-860,133,2000,13000,101000,187973,
-4196,2160,16332,-239,-889,92,2000,13000,101000,187985,
-4268,2160,16628,-245,-895,70,2000,13000,101000,187987,
-4216,2112,16440,-243,-883,62,2000,13000,101000,187990,
-4280,2200,16636,-211,-1103,130,2000,12000,101000,188002,
-4112,2152,16660,-192,-1166,122,2000,12000,101000,188004,
-4168,2176,16616,-220,-1181,186,2000,12000,101000,188006,
-3880,2164,16616,-167,-1274,215,2000,12000,101000,188019,
-3920,2096,16564,-176,-1278,222,2000,12000,101000,188021,
-3820,2092,16612,-151,-1231,220,2000,12000,101000,188023,
-3612,2184,16660,-127,-1004,151,2000,12000,101000,188036,
-3540,2272,16696,-163,-986,144,2000,12000,101000,188038,
-3488,2344,16540,-147,-944,127,3000,12000,101000,188040,
-3428,2336,16588,-180,-802,28,3000,12000,101000,188053,
-3388,2312,16656,-192,-774,12,3000,12000,101000,188055,
-3392,2432,16544,-178,-720,-3,3000,12000,101000,188057,
-3516,2308,16628,-147,-551,-136,3000,12000,101000,188070,
-3548,2392,16716,-141,-487,-106,3000,12000,101000,188072,
-3588,2424,16736,-130,-456,-111,3000,12000,101000,188074,
-3932,2244,16524,-136,-434,-59,3000,12000,101000,188087,
-3968,2308,16552,-150,-413,-76,3000,12000,101000,188089,
-3952,2192,16572,-153,-426,-57,3000,12000,101000,188091,
-3900,2168,16616,-132,-346,-26,3000,12000,101000,188104,
-4004,2136,16468,-166,-355,-49,3000,12000,101000,188106,
-3972,2248,16404,-166,-381,-32,3000,12000,101000,188108,
-3704,2304,16584,-211,-510,-24,3000,12000,101000,188121,
-3764,2196,16592,-160,-487,-15,3000,12000,101000,188123,
-3780,2224,16584,-212,-480,-24,3000,12000,101000,188125,
-3524,2200,16608,-165,-283,34,3000,12000,101000,188138,
-3560,2232,16608,-167,-266,38,3000,12000,101000,188140,
-3468,2212,16648,-157,-238,22,3000,12000,101000,188142,
-3336,2240,16624,-222,-94,-25,3000,12000,101000,188155,
-3324,2092,16596,-189,-31,-31,3000,12000,101000,188157,
-3368,2180,16548,-184,-6,-45,3000,12000,101000,188159,
-3532,2156,16532,-183,216,-128,3000,12000,101000,188172,
-3588,2116,16428,-200,243,-115,3000,12000,101000,188174,
-3624,2120,16608,-205,255,-118,3000,12000,101000,188176,
-3580,2304,16564,-229,535,-200,3000,12000,101000,188189,
-3560,2212,16584,-247,611,-192,3000,12000,101000,188191,
-3444,2204,16552,-306,637,-218,3000,12000,101000,188193,
-3412,2200,16580,-410,740,-144,3000,12000,101000,188206,
-3468,2280,16556,-403,739,-76,3000,12000,101000,188208,
-3476,2156,16848,-400,804,-61,3000,12000,101000,188210,
-3616,1960,17044,-270,1140,-14,3000,12000,101000,188223,
