Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
972,-1380,16656,-650,271,191,-11000,-1000,246000,329401,
908,-1492,16652,-670,203,214,-11000,-1000,246000,329403,
1140,-1292,16736,-719,-357,179,-12000,-1000,246000,329416,
1196,-1368,16836,-751,-415,170,-12000,-1000,246000,329418,
1264,-1312,16692,-704,-475,153,-12000,-1000,246000,329421,
1820,-1200,16672,-733,-442,125,-12000,-1000,246000,329433,
1872,-1176,16904,-686,-415,100,-12000,-1000,246000,329436,
1956,-1220,16796,-720,-385,109,-12000,-1000,246000,329438,
2060,-1348,17012,-661,70,38,-12000,-1000,246000,329451,
2088,-1336,16964,-666,85,45,-12000,-1000,246000,329453,
2052,-1312,16984,-675,183,34,-12000,-1000,246000,329455,
1832,-1412,16912,-598,428,-104,-12000,-1000,246000,329468,
1720,-1420,16996,-582,505,-138,-12000,-1000,246000,329470,
1748,-1556,16868,-553,541,-156,-12000,-1000,246000,329473,
1380,-1488,16856,-540,336,-152,-12000,-1000,246000,329485,
1336,-1512,16940,-520,307,-170,-12000,-1000,246000,329488,
1184,-1612,16944,-502,205,-105,-12000,-1000,246000,329490,
1172,-1496,16796,-529,-28,-148,-12000,-1000,246000,329503,
1172,-1500,16712,-550,-119,-87,-12000,-1000,246000,329505,
1140,-1436,16772,-584,-148,-100,-12000,-1000,246000,329508,
1428,-1380,16792,-580,-128,-34,-12000,-1000,246000,329521,
1484,-1392,16680,-604,-110,-65,-12000,-1000,246000,329523,
1384,-1436,16660,-556,-72,-54,-12000,-2000,246000,329525,
1616,-1504,16768,-565,187,-14,-12000,-2000,246000,329542,
1588,-1496,16804,-585,221,-49,-12000,-2000,246000,329544,
1596,-1376,16756,-543,287,-57,-12000,-2000,246000,329547,
1560,-1460,16500,-541,431,3,-12000,-1000,246000,329559,
1504,-1496,16608,-538,482,-32,-12000,-1000,246000,329562,
1504,-1364,16596,-499,452,25,-12000,-1000,246000,329564,
1264,-1464,16652,-509,420,69,-12000,-1000,246000,329577,
1140,-1480,16600,-516,343,75,-12000,-1000,246000,329579,
1196,-1448,16492,-543,301,80,-12000,-1000,246000,329582,
1148,-1444,16456,-512,81,3,-12000,-1000,246000,329594,
1104,-1508,16548,-529,31,-27,-12000,-1000,246000,329597,
1132,-1416,16536,-508,40,-37,-12000,-1000,246000,329599,
1360,-1448,16648,-613,-179,-13,-12000,-1000,246000,329612,
1536,-1532,16588,-621,-155,-7,-12000,-1000,246000,329614,
1488,-1584,16532,-602,-208,7,-12000,-2000,246000,329616,
1616,-1460,16616,-633,47,-4,-12000,-2000,246000,329629,
1668,-1420,16572,-645,93,48,-12000,-2000,246000,329631,
1664,-1488,16628,-672,160,36,-12000,-2000,246000,329634,
1556,-1388,16696,-599,497,4,-12000,-1000,246000,329646,
1468,-1428,16548,-619,534,11,-12000,-1000,246000,329649,
1396,-1388,16668,-605,601,-18,-12000,-1000,246000,329651,
1396,-1436,16640,-633,453,2,-12000,-1000,246000,329664,
1292,-1480,16708,-579,439,-43,-12000,-1000,246000,329666,
1212,-1472,16744,-602,364,-25,-12000,-1000,246000,329668,
1248,-1548,16740,-569,307,-4,-12000,-1000,246000,329681,
1244,-1520,16864,-626,251,34,-12000,-1000,246000,329684,
1220,-1552,16644,-610,261,36,-12000,-1000,246000,329686,
1300,-1512,16688,-605,106,39,-12000,-1000,246000,329699,
1380,-1592,16800,-593,137,24,-12000,-1000,246000,329701,
1260,-1524,16832,-557,125,27,-12000,-1000,246000,329703,
1356,-1512,16832,-597,109,121,-12000,-1000,246000,329716,
1392,-1472,16744,-575,96,122,-12000,-1000,246000,329718,
1456,-1476,16704,-608,94,119,-12000,-1000,246000,329721,
1512,-1576,16912,-541,251,112,-12000,-1000,246000,329733,
