Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-932,3108,15572,-2090,1497,-1789,3000,5000,145000,655843,
-880,3068,15652,-2175,1384,-1747,3000,5000,144000,655856,
-824,3124,15588,-2164,1432,-1748,3000,5000,144000,655858,
-904,3216,15516,-2172,1327,-1736,3000,5000,144000,655861,
-996,3036,15472,-2271,1147,-1692,3000,5000,144000,655873,
-920,3076,15508,-2312,1048,-1708,3000,5000,144000,655876,
-916,3000,15404,-2388,1081,-1713,3000,5000,144000,655878,
-1128,3048,15744,-2562,936,-1754,2000,5000,144000,655891,
-1108,3080,15620,-2572,960,-1783,2000,5000,144000,655893,
-1188,3096,15744,-2552,906,-1799,2000,5000,144000,655895,
-1276,2944,15644,-2767,758,-1945,2000,6000,144000,655908,
-1240,2988,15624,-2845,726,-1982,2000,6000,144000,655910,
-1308,2892,15560,-2928,674,-2062,2000,6000,144000,655913,
-1380,2848,15796,-3112,431,-2506,2000,6000,143000,655925,
-1304,2608,15780,-3135,424,-2578,2000,6000,143000,655928,
-1412,2636,15792,-3123,257,-2590,2000,6000,143000,655930,
-1248,2244,15700,-3140,-164,-2864,1000,6000,143000,655943,
-1316,2264,15796,-3126,-227,-2890,1000,6000,143000,655945,
-1248,2116,15716,-3116,-273,-2913,1000,6000,143000,655947,
-1172,2048,15584,-3063,-90,-3349,1000,6000,143000,655960,
-1064,1816,15672,-3042,-134,-3344,1000,6000,143000,655962,
-1160,1856,15792,-3022,-76,-3312,1000,6000,143000,655965,
-1068,1900,15840,-3193,344,-2676,1000,6000,142000,655977,
-1000,1880,15812,-3171,470,-2604,0,6000,142000,655980,
-1000,1784,15912,-3126,449,-2427,0,6000,142000,655982,
-700,1980,15928,-3217,1069,-1950,0,6000,142000,655995,
-752,1972,16040,-3219,1127,-1896,0,6000,142000,655997,
-828,2048,15888,-3275,1236,-1870,0,6000,142000,655999,
-996,2140,16728,-3214,1374,-1776,0,6000,142000,656012,
-1088,2168,16640,-3238,1373,-1760,0,6000,142000,656014,
-1184,2128,16692,-3169,1361,-1760,0,6000,142000,656017,
-1540,1976,16892,-3278,1184,-1651,0,6000,142000,656029,
-1696,1932,16908,-3238,1130,-1681,0,6000,142000,656032,
-1648,1932,16896,-3223,1019,-1674,0,6000,142000,656034,
-1936,1556,16672,-3093,306,-1620,0,6000,141000,656047,
-1796,1532,16804,-3128,125,-1581,0,6000,141000,656049,
-1928,1516,16712,-3137,-5,-1546,0,6000,141000,656051,
-1916,1320,16660,-3086,-175,-1533,0,6000,141000,656054,
-2116,1124,16912,-3045,-1124,-1413,0,6000,141000,656066,
-1984,1148,16900,-3004,-1302,-1382,-1000,6000,141000,656068,
-2028,1136,16936,-3057,-1438,-1327,-1000,6000,141000,656071,
-1608,1148,17332,-2842,-2158,-1054,-1000,6000,141000,656084,
-1500,1116,17252,-2845,-2207,-1047,-1000,6000,141000,656086,
-1496,1200,17272,-2812,-2269,-1025,-1000,6000,141000,656088,
-1080,1212,17524,-2708,-2222,-1026,-1000,5000,141000,656101,
-1084,1216,17444,-2658,-2172,-1063,-1000,5000,141000,656103,
-940,1152,17492,-2621,-2041,-1113,-1000,5000,141000,656106,
-800,1128,17392,-2585,-1413,-1073,-1000,5000,141000,656118,
-832,1048,17276,-2504,-1281,-1046,-2000,5000,141000,656121,
-672,1060,17168,-2554,-1152,-1019,-2000,5000,141000,656123,
-812,812,17036,-2505,-241,-643,-2000,5000,141000,656136,
-884,832,17144,-2535,-42,-555,-2000,5000,141000,656138,
-892,724,17128,-2535,190,-479,-2000,5000,141000,656140,
-656,784,17356,-2355,914,-74,-2000,5000,141000,656153,
-652,748,17388,-2311,1078,-67,-2000,5000,141000,656155,
-636,688,17368,-2250,1154,-28,-2000,5000,141000,656158,
-820,984,17580,-2122,1704,9,-2000,5000,141000,656170,
-808,940,17632,-2007,1777,14,-2000,5000,141000,656172,
-912,872,17488,-2011,1863,9,-2000,5000,141000,656175,
-968,1016,17460,-2025,1972,-1,-2000,5000,141000,656177,
-1408,976,17568,-1937,2096,-28,-3000,6000,141000,656190,
-1480,1092,17612,-1961,2068,-81,-3000,6000,141000,656192,
-1500,1000,17540,-1897,1950,-65,-3000,6000,141000,656195,
-1844,780,17456,-1864,1428,68,-3000,6000,141000,656207,
-1788,692,17352,-1807,1264,95,-3000,6000,141000,656210,
-1764,624,17620,-1863,1057,103,-3000,6000,141000,656212,
-1700,544,17364,-1687,438,97,-3000,6000,141000,656225,
-1664,480,17344,-1670,372,98,-3000,6000,141000,656227,
-1740,532,17284,-1678,326,104,-3000,6000,141000,656229,
-1612,500,17292,-1624,217,96,-3000,6000,141000,656232,
-1352,664,17460,-1648,-247,-35,-3000,6000,141000,656244,
-1248,664,17484,-1540,-363,-94,-3000,6000,141000,656247,
-1284,632,17312,-1611,-513,-167,-3000,6000,141000,656249,
-1300,468,17388,-1518,-890,-217,-3000,6000,141000,656262,
-1260,496,17528,-1525,-863,-154,-3000,6000,141000,656264,
-1316,516,17372,-1507,-836,-82,-3000,6000,141000,656266,
-1004,480,17240,-1427,-762,28,-3000,6000,141000,656279,
-996,456,17196,-1428,-748,5,-3000,6000,141000,656281,
