Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-8460,3412,12632,-559,177,-96,6000,35000,191000,54749,
-8252,3400,12588,-602,161,-99,6000,35000,191000,54761,
-8336,3388,12824,-635,125,-83,6000,35000,191000,54764,
-8260,3312,12564,-607,178,-107,6000,35000,191000,54766,
-8324,3404,12584,-662,177,-133,6000,35000,191000,54779,
-8280,3428,12604,-630,270,-153,6000,35000,191000,54781,
-8332,3504,12476,-691,222,-168,6000,35000,191000,54783,
-8464,3332,12836,-629,418,-189,6000,35000,191000,54796,
-8412,3248,12636,-666,348,-198,6000,35000,191000,54798,
-8420,3416,12636,-663,435,-193,6000,35000,191000,54801,
-8412,3288,12704,-676,400,-184,6000,35000,191000,54813,
-8560,3300,12672,-645,462,-192,6000,35000,191000,54816,
-8656,3312,12692,-647,397,-187,6000,35000,191000,54818,
-8640,3292,12604,-594,315,-148,6000,35000,191000,54830,
-8692,3200,12728,-566,262,-145,6000,35000,191000,54833,
-8712,3164,12548,-521,272,-142,6000,35000,191000,54835,
-8672,3272,12868,-480,57,-66,6000,35000,191000,54848,
-8644,3232,12644,-478,59,-70,6000,35000,191000,54850,
-8680,3276,12736,-470,-13,-68,6000,35000,191000,54852,
-8660,3348,12592,-460,29,-76,6000,35000,191000,54855,
-8440,3292,12744,-432,27,-59,6000,35000,191000,54867,
-8432,3392,12752,-466,-26,-64,6000,35000,191000,54869,
-8392,3336,12720,-432,75,-51,6000,35000,191000,54872,
-8388,3356,12564,-512,137,-61,6000,35000,191000,54885,
-8380,3340,12652,-467,168,-53,6000,35000,191000,54887,
-8448,3400,12616,-517,216,-31,6000,35000,191000,54889,
-8312,3404,12648,-473,242,-77,6000,35000,191000,54892,
-8332,3388,12436,-545,328,-49,6000,35000,191000,54904,
-8384,3340,12584,-504,376,-70,6000,35000,191000,54907,
-8376,3368,12560,-573,320,-51,6000,35000,191000,54909,
-8544,3508,12556,-530,310,-57,6000,35000,192000,54922,
-8596,3356,12552,-605,277,-50,6000,35000,192000,54924,
-8636,3332,12496,-548,282,-90,6000,35000,192000,54926,
-8452,3356,12516,-578,281,-48,6000,35000,192000,54929,
-8316,3284,12588,-590,209,-50,6000,35000,192000,54941,
-8432,3424,12500,-586,130,-62,6000,35000,192000,54944,
-8424,3368,12536,-540,194,-78,6000,35000,192000,54946,
-8304,3296,12600,-605,157,-73,6000,35000,192000,54958,
-8404,3340,12420,-536,206,-72,6000,35000,192000,54961,
-8412,3364,12448,-591,149,-115,6000,35000,192000,54963,
-8504,3400,12628,-539,187,-116,6000,35000,192000,54976,
