Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
1164,4,16164,-669,1053,-8,-7000,0,169000,1136103,
720,20,16348,-874,622,-44,-7000,0,169000,1136116,
740,-16,16288,-743,598,-6,-7000,0,169000,1136118,
764,-4,16376,-900,509,-26,-7000,0,169000,1136120,
864,-24,16220,-775,499,-26,-7000,0,169000,1136123,
1192,-204,16232,-930,305,36,-7000,0,169000,1136135,
1116,-304,16248,-774,362,7,-7000,0,169000,1136137,
1364,-236,16220,-933,352,5,-7000,0,169000,1136140,
1436,-240,16080,-724,709,-47,-7000,0,169000,1136152,
1508,-240,16144,-843,714,-32,-7000,0,169000,1136154,
1284,-232,16232,-729,803,-67,-7000,0,169000,1136157,
1492,-108,16176,-867,835,-96,-7000,0,169000,1136159,
1160,-16,16200,-856,971,-277,-7000,0,169000,1136171,
988,-56,16120,-897,947,-219,-7000,0,169000,1136174,
856,-108,16120,-844,925,-284,-7000,0,169000,1136176,
504,-68,16132,-932,645,-224,-7000,0,169000,1136189,
680,-116,16232,-1024,536,-243,-7000,0,169000,1136191,
656,12,16168,-997,493,-177,-7000,0,-1248,15204,
5856,-40,14892,284,-276,1559,-12000,-15000,175000,1139758,
2044,-2224,14164,3273,-520,1781,-16000,-14000,170000,113,
1156,-532,15944,-916,653,163,-7000,0,169000,1136230,
1176,-600,16052,-817,818,239,-7000,0,169000,1136232,
1088,-504,15932,-784,1416,207,-7000,0,169000,1136245,
872,-576,15672,-675,1546,254,-7000,0,169000,1136247,
776,-416,15848,-739,1545,209,-7000,0,169000,1136249,
456,-344,15768,-691,1698,408,-8000,0,169000,1136262,
376,-400,15436,-793,1679,388,-8000,0,169000,1136264,
180,-412,15540,-752,1694,499,-8000,0,169000,1136266,
220,-432,15564,-794,1630,503,-8000,0,169000,1136269,
-188,-516,15588,-814,1391,948,-8000,0,169000,1136281,
-24,-508,15448,-899,1310,959,-8000,0,169000,1136284,
-16,-576,15492,-830,1308,1054,-8000,0,169000,1136286,
300,-396,15240,-961,1047,1303,-8000,0,169000,1136299,
412,-464,15084,-828,1130,1362,-8000,0,169000,1136301,
536,-388,15048,-971,1084,1398,-8000,0,169000,1136303,
512,-488,15028,-837,1211,1487,-8000,0,169000,1136306,
924,-236,15024,-890,1547,1692,-8000,0,169000,1136318,
1040,-248,14988,-813,1684,1718,-8000,0,169000,1136321,
1088,-280,14992,-895,1739,1744,-8000,0,169000,1136323,
1168,-96,14440,-847,2333,1941,-8000,0,170000,1136335,
1320,88,14536,-920,2428,1965,-8000,0,170000,1136338,
1416,48,14456,-834,2545,2001,-8000,0,170000,1136340,
1096,64,14604,-942,2623,2032,-8000,0,170000,1136342,
1056,256,14652,-1031,2947,1981,-8000,1000,170000,1136355,
1012,192,14520,-1086,2927,2015,-8000,1000,170000,1136357,
976,260,14712,-1031,2972,1956,-8000,1000,170000,1136360,
728,112,14832,-1197,2791,2156,-8000,1000,170000,1136372,
592,124,14852,-1194,2760,2201,-8000,1000,170000,1136374,
620,148,14860,-1259,2650,2277,-8000,1000,170000,1136377,
760,72,14768,-1387,2406,2500,-8000,1000,170000,1136389,
992,108,14544,-1371,2415,2607,-8000,1000,170000,1136392,
896,132,14664,-1435,2371,2588,-8000,2000,170000,1136394,
1040,52,14728,-1459,2378,2800,-8000,2000,171000,1136407,
1140,96,14768,-1599,2330,2768,-8000,2000,171000,1136409,
1184,28,14808,-1507,2380,2855,-8000,2000,171000,1136411,
864,-348,14876,-1667,2305,3052,-8000,2000,171000,1136424,
760,-272,14896,-1588,2335,3105,-8000,2000,171000,1136426,
776,-296,14880,-1693,2293,3141,-8000,2000,171000,1136428,
876,-476,14956,-1696,2402,3607,-8000,2000,171000,1136441,
848,-472,15048,-1867,2331,3651,-8000,2000,171000,1136443,
936,-492,14924,-1732,2401,3749,-8000,2000,171000,1136445,
608,-448,14908,-1939,2299,4080,-9000,3000,172000,1136458,
576,-412,15112,-1838,2356,4151,-9000,3000,172000,1136460,
636,-416,14956,-1985,2241,4143,-9000,3000,172000,1136462,
564,-292,15220,-1968,1953,4411,-9000,3000,172000,1136475,
536,-268,15188,-2126,1845,4475,-9000,3000,172000,1136477,
416,-380,15228,-2038,1760,4531,-9000,3000,173000,1136480,
152,-580,15024,-2236,1048,4708,-9000,3000,173000,1136492,
148,-576,14984,-2215,926,4724,-9000,3000,173000,1136494,
140,-664,14868,-2258,845,4785,-9000,3000,173000,1136497,
232,-832,15288,-2210,302,4867,-9000,3000,174000,1136509,
228,-804,15340,-2144,238,4901,-9000,3000,174000,1136512,
324,-804,15292,-2182,150,4887,-9000,3000,174000,1136514,
32,-920,15640,-1920,-117,5069,-9000,3000,174000,1136527,
-80,-964,15612,-2022,-261,5089,-9000,3000,174000,1136529,
-72,-888,15600,-1885,-265,5173,-9000,3000,174000,1136531,
160,-700,15888,-1877,-421,5352,-9000,3000,175000,1136544,
268,-728,15872,-1735,-349,5384,-9000,3000,175000,1136546,
208,-756,16008,-1871,-399,5384,-9000,3000,175000,1136548,
148,-724,15580,-1685,-116,5445,-9000,4000,176000,1136561,
224,-620,15764,-1801,-172,5434,-9000,4000,176000,1136563,
224,-584,15656,-1678,-132,5432,-10000,4000,176000,1136565,
396,-464,15912,-1733,-95,5361,-10000,4000,176000,1136578,
316,-404,15956,-1645,16,5347,-10000,4000,176000,1136580,
428,-348,15796,-1808,49,5368,-10000,4000,177000,1136582,
184,-408,16316,-1656,532,5256,-10000,4000,177000,1136595,
148,-388,16284,-1719,581,5245,-10000,4000,177000,1136597,
-196,-684,16464,-1564,660,5235,-10000,4000,177000,1136599,
-688,-1068,17064,-1451,761,5235,-10000,4000,178000,1136612,
-736,-1096,17264,-1339,698,5235,-10000,4000,178000,1136614,
-904,-1156,17436,-1375,559,5276,-10000,4000,178000,1136617,
-1000,-1280,17624,-1121,-141,5500,-10000,4000,178000,1136629,
-1248,-1308,17696,-1165,-265,5504,-10000,4000,178000,1136632,
-1168,-1320,17756,-1069,-362,5519,-10000,4000,179000,1136634,
-964,-928,18028,-836,-840,5423,-10000,4000,179000,1136646,
-900,-888,18008,-738,-944,5350,-10000,4000,179000,1136649,
-1008,-820,18020,-740,-992,5306,-10000,4000,179000,1136651,
-1164,-656,18320,-603,-1385,4957,-10000,4000,180000,1136664,
-1108,-500,18268,-509,-1378,5031,-10000,4000,180000,1136666,
-1100,-500,18240,-539,-1506,4983,-10000,4000,180000,1136668,
-1104,-900,18144,-355,-1845,5130,-10000,4000,181000,1136681,
-1164,-964,18416,-396,-1998,5105,-10000,4000,181000,1136683,
-948,-924,18220,-311,-1989,5145,-10000,4000,181000,1136685,
-584,-1020,18328,-132,-1980,5113,-10000,4000,181000,1136698,
-672,-1120,18188,92,-1860,5130,-10000,4000,181000,1136700,
-564,-1008,18176,22,-1842,5044,-10000,4000,181000,1136703,
-72,-840,17872,395,-1156,4781,-9000,4000,182000,1136715,
208,-652,17532,280,-1014,4740,-9000,4000,182000,1136717,
160,-608,17376,420,-740,4699,-9000,4000,182000,1136720,
464,-208,16840,371,344,4427,-9000,4000,182000,1136732,
572,40,16856,478,604,4409,-9000,4000,183000,1136735,
580,88,16704,323,762,4332,-9000,4000,183000,1136737,
620,124,16672,513,996,4320,-9000,4000,183000,1136739,
