Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-1132,-7500,15136,-2558,1132,-1314,-34000,3000,310000,490505,
-1520,-7620,15152,-2451,927,-1348,-35000,3000,310000,490518,
-1472,-7732,15244,-2515,825,-1320,-35000,3000,310000,490520,
-1484,-7568,15216,-2445,440,-1330,-35000,3000,310000,490532,
-1404,-7700,15160,-2285,460,-1343,-35000,3000,310000,490535,
-1504,-7552,15112,-2407,316,-1333,-35000,3000,310000,490537,
-1604,-7628,15144,-2265,6,-1354,-35000,3000,309000,490549,
-1696,-7660,15348,-2347,-71,-1316,-35000,3000,309000,490552,
-1604,-7708,15172,-2265,-154,-1359,-35000,3000,309000,490554,
-1636,-7792,15064,-2145,-438,-1272,-35000,3000,309000,490567,
-1496,-7744,15012,-2273,-629,-1251,-35000,3000,309000,490569,
-1768,-7856,15044,-2139,-605,-1216,-35000,3000,309000,490571,
-1464,-7812,15120,-2168,-905,-1083,-36000,3000,309000,490584,
-1524,-7808,15116,-2061,-900,-1102,-36000,3000,309000,490586,
-1324,-7764,15016,-2162,-954,-1046,-36000,3000,309000,490588,
-1072,-7856,15128,-2042,-1056,-945,-36000,2000,309000,490601,
-1064,-7868,15164,-1898,-981,-886,-36000,2000,309000,490603,
-572,-7792,15156,-1921,-755,-710,-36000,2000,309000,490615,
-420,-8060,15120,-1633,291,-605,-36000,2000,309000,490636,
-348,-8100,15052,-1629,388,-536,-36000,2000,309000,490638,
-356,-8116,14956,-1543,466,-560,-36000,2000,309000,490640,
-896,-7880,14876,-1315,769,-279,-36000,2000,309000,490653,
-984,-8084,14800,-1411,704,-288,-36000,2000,309000,490655,
-1008,-8080,15128,-1277,786,-229,-36000,2000,309000,490657,
-1080,-8056,14948,-1273,630,-310,-36000,2000,309000,490670,
-1156,-8144,15072,-1195,642,-326,-36000,2000,309000,490672,
-1080,-8184,14984,-1234,585,-338,-36000,2000,309000,490674,
-1232,-8228,14828,-1271,296,-376,-36000,2000,309000,490687,
-1300,-8220,14856,-1138,320,-336,-36000,2000,309000,490689,
-1484,-8176,14840,-1278,214,-345,-36000,2000,309000,490692,
-1164,-8192,14944,-1249,-131,-362,-37000,2000,309000,490704,
-1132,-8200,14948,-1174,-84,-327,-37000,2000,309000,490707,
-1264,-8168,14796,-1259,-189,-357,-37000,2000,309000,490709,
-1024,-8128,14912,-1174,-319,-279,-37000,2000,309000,490722,
-1188,-8136,14808,-1297,-384,-270,-37000,2000,309000,490724,
-1032,-8056,15048,-1183,-370,-269,-37000,2000,309000,490726,
-904,-8320,15120,-1086,-353,-215,-37000,2000,309000,490739,
-740,-8240,15184,-1218,-439,-276,-37000,2000,309000,490741,
-808,-8340,15076,-1032,-343,-233,-37000,2000,309000,490743,
-556,-8388,14860,-957,-159,-99,-37000,2000,309000,490756,
-560,-8380,14956,-803,-98,-24,-37000,2000,309000,490758,
-480,-8336,14808,-837,-28,10,-37000,2000,309000,490761,
