Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp,Target
-4984,-6248,14244,-576,104,-125,-32000,18000,89000,182609,
-5120,-6300,14292,-482,210,-90,-32000,18000,89000,182622,
-5048,-6324,14360,-603,157,-114,-32000,18000,89000,182624,
-4924,-6184,14252,-473,184,-121,-32000,18000,89000,182626,
-4912,-6152,14268,-583,115,-126,-32000,18000,89000,182639,
-4928,-6276,14200,-426,178,-96,-32000,18000,89000,182641,
-5072,-6216,14252,-589,127,-116,-32000,18000,89000,182643,
-5156,-6280,14204,-518,123,-134,-32000,18000,89000,182656,
-5020,-6244,14176,-544,131,-79,-32000,18000,89000,182658,
-4984,-6176,14196,-484,141,-122,-32000,18000,89000,182660,
-4928,-6260,14288,-469,186,-92,-32000,18000,89000,182673,
-5028,-6188,14408,-557,116,-123,-32000,18000,89000,182675,
-5132,-6168,14292,-490,182,-53,-32000,18000,89000,182677,
-5144,-6380,14180,-586,108,-81,-32000,18000,89000,182689,
-5068,-6196,14384,-462,147,-81,-32000,18000,89000,182692,
-5040,-6132,14176,-574,70,-97,-32000,18000,89000,0,
-1320,2568,15456,-529,-192,53,0,5000,114000,196169,
-1372,2528,15532,-557,-167,23,0,5000,114000,196171,
-1384,2588,15564,-562,-115,75,0,5000,114000,196173,
-1800,2380,15496,-447,-251,35,0,5000,11,-6160,
-4920,-6104,14416,-528,96,-122,-32000,18000,89000,182744,
-4976,-6100,14200,-552,105,-92,-32000,18000,89000,182746,
-5080,-6204,14340,-576,75,-93,-32000,18000,89000,182759,
-5128,-6248,14212,-510,124,-78,-32000,18000,89000,182761,
-5176,-6172,14276,-541,75,-132,-32000,18000,89000,182763,
-4924,-6112,14400,-438,123,-106,-32000,18000,89000,182776,
-5004,-6200,14368,-589,69,-140,-32000,18000,89000,182778,
-4964,-6200,14220,-459,104,-72,-32000,18000,89000,182780,
-5212,-6304,14248,-549,90,-106,-32000,18000,89000,182793,
-5176,-6228,14208,-442,137,-112,-32000,18000,89000,182795,
-5156,-6252,14152,-575,98,-99,-32000,18000,89000,182797,
-4984,-6208,14348,-530,95,-122,-32000,18000,89000,182810,
-5024,-6172,14124,-529,129,-84,-32000,18000,89000,182812,
-4900,-6220,14216,-503,135,-88,-32000,18000,89000,182814,
-5208,-6228,14212,-473,163,-101,-32000,18000,89000,182827,
-5072,-6260,14176,-586,51,-131,-32000,18000,89000,182829,
-5112,-6248,14248,-500,139,-93,-32000,18000,89000,182831,
-4924,-6276,14284,-591,61,-140,-32000,18000,89000,182844,
-4952,-6328,14256,-445,156,-130,-32000,18000,89000,182846,
-5048,-6172,14296,-572,114,-94,-32000,18000,89000,182849,
-5188,-6236,14252,-534,86,-135,-32000,18000,89000,182861,
-5128,-6248,14228,-541,119,-63,-32000,18000,89000,182863,
-5152,-6348,14340,-519,115,-132,-32000,18000,89000,182865,
-4832,-6172,14244,-419,178,-74,-32000,18000,89000,182878,
-4992,-6328,14124,-542,125,-104,-32000,18000,89000,182880,
-4928,-6172,14084,-433,163,-71,-32000,18000,89000,182882,
-5084,-6240,14088,-537,169,-94,-32000,18000,89000,182895,
-5084,-6204,14140,-431,232,-114,-32000,18000,89000,182897,
-4920,-6132,14284,-525,207,-87,-32000,18000,89000,182899,
-4972,-6336,14184,-521,209,-152,-32000,18000,89000,182912,
-5020,-6312,14104,-508,226,-87,-32000,18000,89000,182914,
-4932,-6184,14144,-517,222,-141,-32000,18000,89000,182916,
-5188,-6296,14392,-465,225,-66,-32000,18000,89000,182929,
-5120,-6232,14192,-603,149,-105,-32000,18000,89000,182931,
-5180,-6180,14212,-480,175,-92,-32000,18000,89000,182933,
-5148,-6176,14328,-599,40,-87,-32000,18000,89000,182946,
-5176,-6232,14252,-466,71,-109,-32000,18000,89000,182948,
-5020,-6216,14268,-595,31,-84,-32000,18000,89000,182950,
-5124,-6176,14428,-568,-8,-123,-32000,18000,89000,182963,
-5112,-6188,14304,-522,48,-97,-32000,18000,89000,182965,
-5228,-6296,14196,-572,-16,-114,-32000,18000,89000,182968,
-4824,-6180,14396,-446,73,-124,-32000,18000,90000,182980,
-5016,-6168,14240,-593,39,-105,-32000,18000,90000,182982,
